Akaka (D-HI)	Alexander (R-TN)	Allard (R-CO)	Allen (R-VA)	Baucus (D-MT)	Bayh (D-IN)	Bennett (R-UT)	Biden (D-DE)	Bingaman (D-NM)	Bond (R-MO)	Boxer (D-CA)	Breaux (D-LA)	Brownback (R-KS)	Bunning (R-KY)	Burns (R-MT)	Byrd (D-WV)	Campbell (R-CO)	Cantwell (D-WA)	Carper (D-DE)	Chafee (R-RI)	Chambliss (R-GA)	Clinton (D-NY)	Cochran (R-MS)	Coleman (R-MN)	Collins (R-ME)	Conrad (D-ND)	Cornyn (R-TX)	Corzine (D-NJ)	Craig (R-ID)	Crapo (R-ID)	Daschle (D-SD)	Dayton (D-MN)	DeWine (R-OH)	Dodd (D-CT)	Dole (R-NC)	Domenici (R-NM)	Dorgan (D-ND)	Durbin (D-IL)	Edwards (D-NC)	Ensign (R-NV)	Enzi (R-WY)	Feingold (D-WI)	Feinstein (D-CA)	Fitzgerald (R-IL)	Frist (R-TN)	Graham (D-FL)	Graham (R-SC)	Grassley (R-IA)	Gregg (R-NH)	Hagel (R-NE)	Harkin (D-IA)	Hatch (R-UT)	Hollings (D-SC)	Hutchison (R-TX)	Inhofe (R-OK)	Inouye (D-HI)	Jeffords (I-VT)	Johnson (D-SD)	Kennedy (D-MA)	Kerry (D-MA)	Kohl (D-WI)	Kyl (R-AZ)	Landrieu (D-LA)	Lautenberg (D-NJ)	Leahy (D-VT)	Levin (D-MI)	Lieberman (D-CT)	Lincoln (D-AR)	Lott (R-MS)	Lugar (R-IN)	McCain (R-AZ)	McConnell (R-KY)	Mikulski (D-MD)	Miller (D-GA)	Murkowski (R-AK)	Murray (D-WA)	Nelson (D-FL)	Nelson (D-NE)	Nickles (R-OK)	Pryor (D-AR)	Reed (D-RI)	Reid (D-NV)	Roberts (R-KS)	Rockefeller (D-WV)	Santorum (R-PA)	Sarbanes (D-MD)	Schumer (D-NY)	Sessions (R-AL)	Shelby (R-AL)	Smith (R-OR)	Snowe (R-ME)	Specter (R-PA)	Stabenow (D-MI)	Stevens (R-AK)	Sununu (R-NH)	Talent (R-MO)	Thomas (R-WY)	Voinovich (R-OH)	Warner (R-VA)	Wyden (D-OR)	outcome	congress	session	date	type	question	prop	out
-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	0 1	d	d	d	d	d	d	d
																																																																																																				class							
1	0	1	0	1	0	-1	-1	1	0	1	0	1	0	1	1	-1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	-1	1	0	1	1	1	0	1	0	1	1	-1	1	0	0	0	0	-1	1	1	1	-1	1	0	1	1	-1	1	1	1	0	-1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	0	-1	1	1	1	108	108-1	June 20, 2003, 09:51 AM	 (Dorgan Amdt. No. 946 as amended )	To provide greater access to affordable pharmaceuticals.	1/2	Amendment Agreed to	
0	1	1	1	1	0	1	-1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	-1	1	1	1	-1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	-1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	June 24, 2003, 11:02 AM	 (Motion to Table Rockefeller Amdt. No. 976 )	To treat costs for covered drugs as incurred costs without regard to whether the individual or another person, including a State program or other third-party coverage, has paid for such costs.	1/2	Motion to Table Agreed to	
0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	-1	1	1	1	1	0	1	0	1	1	0	1	0	0	-1	0	1	0	0	0	0	-1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	June 24, 2003, 02:30 PM	 (Motion ot Table Dodd Amdt. No. 969 )	To permit continuous open enrollment and disenrollment in Medicare Prescription Drug plans and MedicareAdvantage plans until 2008.	1/2	Motion to Table Agreed to	
0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	-1	1	1	1	1	0	1	1	1	1	0	1	0	0	-1	0	1	1	0	0	0	-1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	108	108-1	June 24, 2003, 03:01 PM	 (Motion to Table Pryor Amdt. No. 981 )	To provide equal access to competitive global prescription medicine prices for American purchasers.	1/2	Motion to Table Agreed to	
0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	-1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	-1	1	1	1	1	0	1	0	1	1	0	1	0	0	-1	0	1	0	0	0	0	-1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	June 24, 2003, 03:22 PM	 (Motion to Table Boxer Amdt. No. 1001 )	To eliminate the coverage gap.	1/2	Motion to Table Agreed to	
1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	0	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	June 24, 2003, 04:28 PM	 (Dayton Amdt. No. 957 )	To provide that prescription drug benefits for any Member of Congress who is enrolled in a health benefits plan under chapter 89 of title 5, United States Code, may not exceed the level of prescription drug benefits passed in the 1st session of the 108th Congress, and for other purposes.	1/2	Amendment Agreed to	
0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	-1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	-1	1	1	1	1	0	1	0	1	1	0	1	0	0	-1	0	1	0	0	0	0	-1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	June 24, 2003, 05:00 PM	 (Motion to Table Lincoln Amdt. No. 1002 )	To allow Medicare beneficiaries who are enrolled in fallback plans to remain in such plans for two years by requiring the same contracting cycle for fallback plans as Medicare Prescription Drug plans.	1/2	Motion to Table Agreed to	
1	0	0	0	0	1	0	1	1	0	1	0	-1	0	0	1	-1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	-1	0	0	0	0	1	0	1	0	0	1	0	1	1	-1	1	0	0	1	1	1	-1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	108	108-1	June 24, 2003, 05:24 PM	 (Lautenberg Amdt. No. 982 )	To make prescription drug coverage available beginning on July 1, 2004.	1/2	Amendment Rejected	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	-1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	-1	-1	0	0	0	1	0	1	0	0	1	0	1	1	-1	1	0	0	1	1	1	-1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	June 24, 2003, 06:14 PM	 (Dodd Amdt. No. 970 )	To provide 50 percent cost-sharing for a beneficiary whose income is at least 160 percent but not more thansa968 250 percent of the poverty line after the beneficiary has reached the initial coverage gap and before the beneficiary has reached the annual out-of pocket limit.	1/2	Amendment Rejected	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	-1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	-1	0	0	0	0	1	0	1	0	0	1	0	1	1	-1	1	0	0	1	1	1	-1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	June 24, 2003, 06:50 PM	 (Dodd Amdt. No. 998 )	To modify the amount of the direct subsidy to be provided to qualified retiree prescription drug plans.	1/2	Amendment Rejected	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	0	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	June 25, 2003, 11:01 AM	 (Snowe-Bingaman Amdt. No. 972 )	To provide reimbursement for Federally qualified health centers participating in medicare manged care.	1/2	Amendment Agreed to	
1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	-1	0	0	0	0	1	0	0	0	0	1	0	1	0	-1	1	0	0	0	1	1	-1	1	0	0	-1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	108	108-1	June 25, 2003, 11:36 AM	 (Edwards Amdt. No. 985 As Modified Further )	To strengthen protections for consumers against misleading direct-to-consumer drug advertising.	1/2	Amendment Rejected	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	-1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	-1	0	0	0	0	1	0	1	0	0	1	0	1	0	-1	1	0	0	1	1	1	-1	1	0	0	-1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	June 25, 2003, 11:56 AM	 (Graham (FL) Amdt. No. 956 )	To provide that an eligible beneficiary is not responsible for paying the applicable percent of the monthly national average premium while the beneficiary is in the caverage gap and to sunset the bill, and for other purposes.	1/2	Amendment Rejected	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	-1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	-1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	-1	1	0	1	1	1	1	-1	1	0	0	-1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	June 25, 2003, 06:31 PM	 (Durbin Amdt. No. 994 )	To deliver a meaningful benefit and lower prescription drug prices.	1/2	Amendment Rejected	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	-1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	-1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	-1	1	0	1	1	1	1	-1	1	0	0	-1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	June 25, 2003, 07:02 PM	 (Clinton Amdt. No. 1000 )	To study the comparative effectiveness and safety of important Medicare covered drugs to ensure that consumers can make meaningful comparisons about the quality and efficacy.	1/2	Amendment Rejected	
0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	-1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	108	108-1	June 26, 2003, 09:24 AM	 (Motion To Table Harkin Amdt. No. 991 As Modified )	To establish a demonstration project under the Medicaid program to encourage the provision of community-based services to individuals with disabilities.	1/2	Motion to Table Agreed to	
1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	-1	1	0	1	0	1	1	-1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	June 26, 2003, 09:58 AM	 (Edwards Amdt. No. 1052 )	To strengthen protections for consumers against misleading direct-to-consumer drug advertising.	1/2	Amendment Rejected	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	June 26, 2003, 11:32 AM	 (McConnell Amdt. No. 1097 )	To protect seniors who are diagnosed with cancer from high prescription drug costs	1/2	Amendment Agreed to	
0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	-1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	June 26, 2003, 12:06 PM	 (Motion to Table Boxer Amdt. No. 1036 )	To eliminate the coverage gap for individuals with cancer.	1/2	Motion to Table Agreed to	
1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	-1	1	0	1	1	1	1	-1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	1	1	108	108-1	June 26, 2003, 12:28 PM	 (Bingaman Amdt. No. 1065 )	To update, beginning in 2009, the asset or resource test used for purposes of determining the eligibility of low-income beneficiaries for premium and cost-sharing subsidies.	1/2	Amendment Agreed to	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	June 26, 2003, 02:41 PM	 (McConnell Amdt. No. 1102 )	To protect seniors with cardiovascular disease, cancer, diabetes, or Alzheimer's disease.	1/2	Amendment Agreed to	
0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	-1	0	1	0	0	0	0	-1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	June 26, 2003, 03:15 PM	 (Motion To Table Durbin Amdt. NO. 1108 )	To provide additional assistance for certain eligible beneficiaries under part D.	1/2	Motion to Table Agreed to	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	-1	1	0	0	1	1	1	-1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	June 26, 2003, 03:35 PM	 (Dorgan Amdt. No. 1103 )	To reduce aggregate beneficiary obligations by $2,400,000,000 per year beginning in 2009.	1/2	Amendment Rejected	
0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	-1	0	1	1	1	0	0	-1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	-1	1	1	1	108	108-1	June 26, 2003, 04:05 PM	 (Grassley Amdt. No. 1092 as Modified )	To evaluate alternative payment and delivery systems.	1/2	Amendment Agreed to	
0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	-1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	108	108-1	June 26, 2003, 05:00 PM	 (Sessions Amdt. No. 1011 )	To express the sense of the Senate that the Committee on Finance should hold hearing regarding permitting States to provide health benefits to legal immigrants under Medicaid and SCHIP as part of the reauthorization of the temporary assistance for needy families program.	1/2	Amendment Rejected	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	-1	1	0	1	1	1	1	-1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	108	108-1	June 26, 2003, 05:41 PM	 (Rockefeller Amdt. No. 975, As Modified )	To make all Medicare beneficiaries eligible for Medicare prescription drug coverage.	1/2	Amendment Rejected	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	-1	1	0	1	1	1	1	-1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	June 26, 2003, 06:00 PM	 (Bingaman Amdt. No. 1066 )	To permit the establishment of 2 new Medigap plans for Medicare beneficiaries enrolled for prescription drug coverage under part D.	1/2	Amendment Rejected	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	-1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	-1	1	0	1	1	-1	1	0	1	1	1	1	-1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	June 26, 2003, 09:18 PM	 (Levin Amdt. No. 1111 )	To ensure that current retirees who have prescription drug coverage who will lose their prescription drug coverage as a result of the enactment of this legislation have the option of drug coverage under the Medicare fallback.	1/2	Amendment Rejected	
0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	108	108-1	June 26, 2003, 09:50 PM	 (Hagel Amdt. No. 1026 As Modified )	To provide Medicare beneficiaries with a drug discount card that ensures access to affordable prescription drugs.	1/2	Amendment Rejected	
1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	-1	1	0	1	1	-1	0	0	0	1	1	1	-1	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	108	108-1	June 26, 2003, 11:18 AM	 (Motion To Table Feinstein Amdt. No. 1060 )	To provide for an income-related increase in the part B premium for individuals with income in excess of $75,000 and married couples with income in excess of $150,000.	1/2	Motion to Table Failed	
1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	-1	1	1	1	1	-1	0	1	1	1	1	0	-1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	108	108-1	June 26, 2003, 12:39 PM	 (S. 1 As Amended )	A bill to amend title XVIII of the Social Security Act to provide for a voluntary prescription drug benefit under the Medicare program and to strengthen and improve the Medicare program, and for other purposes.	1/2	Bill Passed	
1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	July 8, 2003, 11:46 AM	 (Confirmation David G. Campbell, of Arizona, to be U.S. District Judge )	David G. Campbell, of Arizona, to be United States District Judge for the District of Arizona, vice a new position created by Public Law 107-273, approved November 5, 2002.	1/2	Nomination Confirmed	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	-1	0	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1	1	0	-1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	108	108-1	July 9, 2003, 11:29 AM	 (Motion To Invoke Cloture On The Motion To Proceed To S. 11 )	A bill to protect patients' access to quality and affordable health care by reducing the effects of excessive liability costs.	3/5	Cloture Motion Rejected	
0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	-1	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	1	1	1	1	1	0	-1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	July 9, 2003, 11:57 AM	 (Confirmation Victor J. Wolski, of Virginia, to be Judge of the U.S. Court of Federal Claims )	Victor J. Wolski, of Virginia, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice Bohdan A. Futey, term expired.	1/2	Nomination Confirmed	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	-1	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	-1	0	1	1	1	1	0	-1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	July 9, 2003, 02:01 PM	 (Motion To Table The Motion To Proceed To The Consideration of S. 1162 )	A bill to amend the Internal Revenue Code of 1986 to accelerate the increase in the refundability of the child tax credit, and for other purposes.	1/2	Motion to Table Agreed to	
0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	-1	1	1	0	0	1	1	-1	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1	1	0	-1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	108	108-1	July 9, 2003, 05:23 PM	 (Motion To Table Boxer Amdt. No. 1141 )	To prohibit the application of certain restrictive eligibility requirements to foreign nongovernmental organizations with respect to the provision of assistance under part I of the Foreign Assistance Act of 1961.	1/2	Motion to Table Failed	
1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	-1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	-1	1	0	0	1	0	1	-1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	108	108-1	July 10, 2003, 11:57 AM	 (Reid Amdt. No. 1164 )	To provide support regarding the rural development crisis in Mexico.	1/2	Amendment Agreed to	
1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	-1	0	0	0	0	1	0	1	0	0	1	1	1	1	-1	1	0	1	1	1	1	-1	1	0	0	0	0	1	-1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	108	108-1	July 10, 2003, 12:33 PM	 (Motion To Waive CBA Murray Amdt. No. 1170 )	To provide additional weeks of temporary extended unemployment compensation for individuals who have exhausted such compensation and to make extended unemployment benefits under the Railroad Unemployment Insurance Act temporarily available for employees with less than 10 years of service.	3/5	Motion Rejected	
1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	-1	1	0	0	1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	0	1	1	1	1	-1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	108	108-1	July 10, 2003, 02:42 PM	 (Bingaman Amdt. No. 1174 )	To express the sense of Congress on funding for assistant to combat AIDS globally.	1/2	Amendment Agreed to	
